"especie";"altura_cm";"peso_kg";"tamanho_cranio_cm";"genero";"dia_semana_coleta"
"chimpanzé";95.9;51.8;29.2;"masculino";6
"bonobo";77.9;38.2;25.6;"feminino";1
"bonobo";77;38.2;27.5;"masculino";3
"bonobo";69.4;44.9;28.2;"masculino";6
"chimpanzé";87.7;42.1;32.4;"feminino";2
"chimpanzé";87.9;42.2;30.1;"feminino";7
"bonobo";70.6;36.8;26.5;"feminino";4
"bonobo";75.8;37.4;26;"feminino";4
"chimpanzé";84.9;47.6;32.3;"masculino";4
"bonobo";75.2;39.7;27.6;"masculino";5
"chimpanzé";86.4;48.5;28.2;"feminino";4
"bonobo";73.5;40.2;25.1;"masculino";2
"chimpanzé";82.8;45.1;29.9;"feminino";4
"bonobo";73.1;37.7;28.3;"masculino";5
"chimpanzé";75.6;46.6;31;"feminino";1
"bonobo";72.5;38.1;28.1;"masculino";3
"bonobo";74.6;39;27.4;"masculino";2
"bonobo";71.9;39.5;27.4;"feminino";6
"bonobo";66.8;42.7;25.9;"feminino";1
"bonobo";68.9;36.6;29;"feminino";2
"bonobo";69.1;41.3;26.3;"feminino";1
"bonobo";69.1;42.7;26.2;"masculino";2
"chimpanzé";83.9;53.7;32.5;"masculino";7
"chimpanzé";88.8;47.6;32.6;"masculino";5
"bonobo";67;39;28.4;"feminino";6
"chimpanzé";80.9;46.1;30.2;"feminino";2
"bonobo";73.9;36.8;26.8;"feminino";2
"bonobo";71.2;36.9;27.1;"feminino";4
"bonobo";74.1;35.7;27.1;"feminino";6
"chimpanzé";95;50.7;31.4;"masculino";2
"chimpanzé";81.1;43.1;29;"feminino";3
"bonobo";77.1;39.8;29.1;"masculino";2
"bonobo";75.4;36.9;27.8;"feminino";6
"chimpanzé";84.3;44.6;30.2;"feminino";6
"bonobo";76.8;33.8;27;"feminino";6
"bonobo";76.4;36.9;26.8;"feminino";2
"chimpanzé";87.8;55.4;31.5;"masculino";2
"bonobo";75.1;40.8;27.8;"masculino";5
"chimpanzé";81.2;49.6;31.3;"feminino";6
"bonobo";59.7;40.8;25.4;"feminino";1
"bonobo";74.4;35.2;29.4;"feminino";4
"bonobo";71.7;36;26.7;"feminino";4
"bonobo";77.1;40.2;28;"feminino";5
"chimpanzé";87.2;48.6;32.1;"masculino";1
"bonobo";65.9;41.1;26.3;"feminino";1
"bonobo";78;36.3;28;"feminino";1
"chimpanzé";89.4;52;33.9;"masculino";6
"chimpanzé";88.5;56.1;30.3;"masculino";6
"bonobo";78.1;41.8;25.9;"feminino";4
"chimpanzé";78.5;48.4;27.9;"feminino";5
"bonobo";75.9;43;29.9;"masculino";1
"bonobo";68.4;42.4;27.1;"masculino";1
"chimpanzé";81.9;43.4;30.5;"feminino";5
"bonobo";72.6;32.7;27.3;"feminino";1
"chimpanzé";88.5;50.9;31.9;"masculino";1
"chimpanzé";81.1;38.1;32;"feminino";6
"bonobo";77.1;40.1;29.4;"feminino";3
"bonobo";68.1;46.4;27.2;"feminino";5
"bonobo";75.7;41;30.1;"masculino";2
"chimpanzé";76.7;45.2;30.2;"feminino";5
"chimpanzé";80.6;46.7;28.5;"feminino";3
"chimpanzé";78.6;52.4;28.8;"feminino";2
"bonobo";68.1;39.6;31.4;"masculino";6
"bonobo";69.4;41.7;26.5;"feminino";4
"chimpanzé";82.6;44.1;31.1;"feminino";5
"bonobo";79.4;36.6;28.8;"masculino";5
"chimpanzé";84.2;56.7;31.8;"masculino";3
"chimpanzé";84.9;51.1;28.6;"feminino";5
"chimpanzé";83.6;50.5;33.2;"masculino";3
"bonobo";74.7;42.6;27.7;"feminino";6
"chimpanzé";86.5;52.5;32.4;"masculino";2
"chimpanzé";73.5;49.6;32.2;"feminino";7
"bonobo";73.3;39.6;27.2;"feminino";5
"chimpanzé";85.2;51;32.1;"masculino";1
"bonobo";72;43.4;27.3;"feminino";4
"bonobo";68.9;38.6;25.4;"feminino";1
"bonobo";77.7;39.1;29.3;"masculino";3
"bonobo";67.3;42.9;26.6;"feminino";6
"chimpanzé";85.2;52.6;32.2;"feminino";4
"chimpanzé";78.5;43.7;31.1;"feminino";6
"bonobo";71.5;36.8;26.8;"feminino";5
"chimpanzé";81.6;53.2;31;"masculino";5
"bonobo";70.6;39.8;29.5;"masculino";6
"bonobo";71.6;37.4;27.6;"feminino";1
"chimpanzé";91.3;49.5;34.2;"masculino";5
"chimpanzé";93.5;53.9;32.1;"masculino";1
"bonobo";75.7;42.4;29.1;"feminino";6
"bonobo";67.1;32.6;28.9;"masculino";6
"chimpanzé";87.1;46.3;29.4;"feminino";3
"bonobo";74.6;39.4;25.4;"feminino";4
"chimpanzé";85.8;49.9;32.9;"masculino";6
"bonobo";78.3;40.6;29.7;"masculino";4
"bonobo";69.6;35.4;26.8;"feminino";7
"bonobo";74.7;39;29.5;"masculino";4
"bonobo";71.9;39.6;28.2;"masculino";2
"bonobo";71.1;39.2;28.1;"masculino";2
"chimpanzé";83.1;44.3;29.4;"feminino";6
"chimpanzé";78.8;44.8;29.4;"feminino";7
"bonobo";72.6;37.2;24.2;"feminino";4
"chimpanzé";85.1;51.7;33.2;"masculino";4
"bonobo";78.2;38.1;29.7;"masculino";7
"chimpanzé";95.6;54;33.3;"masculino";6
"bonobo";65.4;37;24.9;"feminino";3
"chimpanzé";83.2;44.8;31;"feminino";7
"bonobo";73.5;36.1;28.7;"masculino";3
"bonobo";71.5;44.1;28.1;"feminino";5
"chimpanzé";88.8;51.1;34.3;"masculino";2
"chimpanzé";81.1;52;31.6;"feminino";2
"chimpanzé";88.6;45.5;30.7;"masculino";3
"chimpanzé";78.8;53.3;33;"masculino";1
"chimpanzé";77.8;43.5;31.5;"feminino";7
"chimpanzé";83;52.3;31.6;"masculino";7
"chimpanzé";82.7;43.7;29.5;"feminino";2
"bonobo";75.2;48.1;31.2;"masculino";2
"chimpanzé";70.5;51.2;28.8;"feminino";2
"bonobo";72.8;41;24.6;"feminino";4
"chimpanzé";89.6;52.9;29.3;"masculino";6
"bonobo";67.4;41.8;30;"masculino";5
"bonobo";78.7;42.9;29.6;"masculino";2
"bonobo";67.8;43.2;27.6;"masculino";1
"chimpanzé";88.1;51.8;32.6;"masculino";3
"chimpanzé";83;52.2;31.8;"masculino";1
"bonobo";74.5;37.1;30.9;"masculino";3
"bonobo";73.6;39.5;30.2;"masculino";1
"bonobo";72.3;36.9;28.7;"feminino";2
"chimpanzé";87.2;47.8;31.9;"masculino";5
"bonobo";73.7;36.7;26.2;"masculino";4
"chimpanzé";85.4;39.3;29.5;"feminino";6
"bonobo";62.6;33.4;26.3;"feminino";4
"bonobo";73;42.2;30;"feminino";1
"bonobo";68.8;41.9;31.6;"masculino";3
"bonobo";72.7;36.4;26.7;"feminino";6
"chimpanzé";84.3;50.3;32.2;"masculino";4
"chimpanzé";80.6;47.9;28;"feminino";4
"bonobo";67.8;40.8;28;"feminino";1
"bonobo";71.5;36.3;28.1;"masculino";7
"chimpanzé";79.5;48.8;30.2;"feminino";5
"bonobo";80;43.4;26.7;"masculino";5
"bonobo";73.2;36.7;25.2;"feminino";5
"chimpanzé";90.2;48.7;33.1;"masculino";6
"chimpanzé";86.2;52.4;32.2;"masculino";4
"chimpanzé";89.6;45.8;31.7;"masculino";7
"chimpanzé";91.8;49.9;33.4;"masculino";3
"chimpanzé";84.2;48.4;27.9;"feminino";1
"bonobo";72.7;41.4;28.5;"feminino";1
"bonobo";71.8;41.9;29.6;"masculino";5
"chimpanzé";87.9;53.9;30.9;"masculino";4
"chimpanzé";80.3;44.5;30.2;"feminino";1
"chimpanzé";90.6;52;30.2;"masculino";3
"chimpanzé";84.4;51.6;30.8;"masculino";1
"chimpanzé";83.4;45.2;28.9;"feminino";4
"bonobo";71.6;39.3;27.1;"masculino";4
"chimpanzé";80.5;46.7;30.5;"feminino";2
"bonobo";69.4;37.4;26.6;"feminino";1
"bonobo";67.9;33.6;27.6;"feminino";7
"chimpanzé";77.3;46.3;29;"feminino";7
"chimpanzé";79.2;57.4;31.8;"masculino";5
"chimpanzé";77;43.6;29.2;"feminino";7
"chimpanzé";81.5;51.4;33.4;"masculino";7
"chimpanzé";90.2;46.4;30.2;"feminino";3
"chimpanzé";90.7;51;30.7;"masculino";6
"chimpanzé";74.8;45.9;30.8;"feminino";6
"bonobo";74.4;43.1;28.9;"feminino";5
"bonobo";72.7;39.9;27.3;"masculino";7
"bonobo";66.7;35.3;29.2;"feminino";7
"chimpanzé";73.1;47.7;28.9;"feminino";6
"bonobo";75.4;38.7;27.8;"masculino";6
"bonobo";73.9;41.2;25.6;"masculino";7
"bonobo";71.2;40.2;27.7;"feminino";6
"chimpanzé";86.6;54.5;32.2;"masculino";1
"chimpanzé";91.7;48.9;34.4;"masculino";7
"chimpanzé";77.8;43.3;28.3;"feminino";3
"bonobo";78.7;37.3;27.2;"feminino";5
"bonobo";72.4;42.4;30.9;"feminino";5
"bonobo";75.1;41.9;27;"masculino";4
"chimpanzé";87;40.9;31.1;"feminino";2
"chimpanzé";80;47.8;29.7;"feminino";3
"chimpanzé";74.3;46.6;30.6;"feminino";4
"bonobo";78.9;38.1;27.1;"feminino";7
"chimpanzé";84.6;55.7;34.2;"masculino";7
"chimpanzé";82.3;48.4;30.8;"feminino";7
"chimpanzé";92.1;48.5;29.8;"masculino";7
"chimpanzé";84.4;48.3;30.1;"feminino";1
"chimpanzé";76.9;51.7;30.1;"feminino";3
"bonobo";77.5;39.4;31.3;"masculino";5
"chimpanzé";84;49.4;29.4;"feminino";7
"chimpanzé";87.9;50.1;32.5;"masculino";7
"bonobo";78.3;41.6;30.1;"masculino";6
"chimpanzé";83;46.7;30.7;"feminino";7
"chimpanzé";81.6;47.4;30.7;"feminino";6
"chimpanzé";90.4;49.7;32.6;"masculino";2
"chimpanzé";81.9;49.8;30.4;"feminino";6
"bonobo";71.8;36.7;26.8;"masculino";3
"chimpanzé";80.2;44;28.1;"feminino";5
"chimpanzé";84.4;45.8;32.2;"feminino";5
"chimpanzé";88.9;51.3;32.6;"masculino";2
"bonobo";69.1;34.6;27.2;"feminino";6
"chimpanzé";77.3;45.5;31.8;"feminino";3
"chimpanzé";90;48.5;34;"masculino";1
"bonobo";65.9;35;28.6;"feminino";1
"bonobo";70.4;33.9;27.2;"feminino";2
"chimpanzé";81.6;45.2;28.4;"feminino";4
"bonobo";64.7;40.4;27;"feminino";6
"chimpanzé";93.2;47.2;29.3;"feminino";6
"chimpanzé";74.8;44.6;27.6;"feminino";7
"bonobo";77.8;41.7;28.1;"masculino";6
"chimpanzé";80.4;52.7;29;"feminino";7
"chimpanzé";92.4;52.6;29.4;"masculino";4
"bonobo";76.3;37.3;29.7;"masculino";7
"bonobo";71.4;33.8;30.1;"feminino";6
"chimpanzé";87.2;45.6;29.6;"feminino";4
"bonobo";74.8;43.9;30;"feminino";2
"chimpanzé";87.7;52.1;31;"masculino";6
"chimpanzé";77.6;51.7;30.3;"feminino";3
"chimpanzé";90.2;53.5;30.4;"masculino";1
"chimpanzé";80.2;45.2;32.7;"feminino";4
"bonobo";73.4;36.5;27.5;"feminino";7
"chimpanzé";85.9;51.7;30.6;"masculino";1
"chimpanzé";74.5;48.5;31.3;"feminino";7
"bonobo";68.7;37.8;27.8;"feminino";4
"chimpanzé";80;43.2;29.4;"feminino";4
"bonobo";77.8;42.7;27.2;"masculino";4
"chimpanzé";91.8;53.8;30.7;"masculino";7
"bonobo";69.5;40.2;27.3;"feminino";2
"bonobo";77.7;39.2;28.3;"masculino";1
"chimpanzé";92.4;54.1;31.5;"masculino";4
"chimpanzé";82.6;45.6;29;"feminino";3
"bonobo";74.2;37;28.3;"feminino";2
"bonobo";74.7;38.4;27.4;"feminino";1
"bonobo";65.8;38.1;25.8;"masculino";6
"chimpanzé";75.9;49.3;28.9;"feminino";3
"bonobo";71.1;39.2;28.2;"feminino";4
"chimpanzé";91.1;56.3;32.2;"masculino";3
"bonobo";66.2;33.6;27.3;"feminino";7
"chimpanzé";93.8;50.1;28.8;"masculino";4
"bonobo";72.8;42.7;28.3;"masculino";6
"chimpanzé";80.8;41.3;28.7;"feminino";6
"bonobo";73.9;36.9;28.3;"feminino";7
"bonobo";70;41.1;26.9;"feminino";2
"bonobo";72.1;37.9;29.6;"masculino";2
"chimpanzé";77.4;45.4;30.2;"feminino";7
"bonobo";71.1;45.5;27.3;"feminino";6
"chimpanzé";87.5;55.8;32.5;"masculino";7
"bonobo";72.2;39.6;27.5;"masculino";6
"chimpanzé";81.1;47.4;31;"feminino";2
"chimpanzé";79.8;51.9;31.5;"feminino";4
"chimpanzé";84;51;32.2;"masculino";6
"chimpanzé";84.9;43.5;28.9;"feminino";7
"chimpanzé";91.1;54.7;32.8;"masculino";7
"bonobo";75.4;36.5;28.6;"masculino";3
"bonobo";78;35.7;27.9;"masculino";3
"bonobo";71.4;40.8;28.2;"masculino";7
"bonobo";78;40.8;29.3;"masculino";6
"chimpanzé";85.7;48.5;29;"feminino";3
"chimpanzé";85.4;47.4;27.4;"feminino";3
"bonobo";70.2;38.1;26.8;"masculino";3
"chimpanzé";80.7;51.9;30.7;"masculino";1
"chimpanzé";91.1;47.2;30;"masculino";4
"chimpanzé";87.2;49.8;33.1;"masculino";4
"bonobo";68.3;38.2;28.2;"masculino";6
"chimpanzé";80.3;43.5;31.5;"feminino";4
"chimpanzé";90.3;55.5;29.7;"masculino";6
"chimpanzé";89.6;50;32.3;"masculino";5
"chimpanzé";78.3;49.8;29.6;"feminino";5
"chimpanzé";81.9;49.3;30.9;"masculino";3
"bonobo";72.6;39.5;27.3;"feminino";4
"bonobo";72.3;42.7;25.1;"feminino";3
"bonobo";74.9;35.8;29.8;"masculino";5
"bonobo";77.4;41.7;30.1;"feminino";3
"bonobo";67.7;41.4;29;"masculino";1
"bonobo";73;42.5;29.7;"feminino";1
"bonobo";74.2;37.6;28;"masculino";1
"chimpanzé";78.7;44.1;31.9;"feminino";3
"chimpanzé";79;45.2;29.8;"feminino";7
"chimpanzé";79.7;43.6;30.9;"feminino";1
"bonobo";73.6;41.3;28.6;"feminino";1
"chimpanzé";81;47.7;30.6;"feminino";5
"chimpanzé";81.6;47.7;29.5;"feminino";1
"chimpanzé";83.7;51.8;33;"masculino";2
"chimpanzé";94.7;48.8;32.5;"masculino";6
"chimpanzé";88.5;53.7;32.5;"masculino";6
"bonobo";76.8;41.5;29.5;"feminino";6
"bonobo";74.5;38.2;28.1;"feminino";4
"bonobo";70.5;42.5;26.1;"feminino";6
"chimpanzé";88.3;53.4;31.5;"masculino";3
"bonobo";74.7;34.1;28;"feminino";1
"chimpanzé";87.2;50.9;30.5;"masculino";6
"chimpanzé";92.3;50.3;32.2;"masculino";6
"chimpanzé";74.4;50.6;30.7;"masculino";7
"bonobo";69.4;39.8;27;"feminino";6
"bonobo";74.2;35.8;26.5;"feminino";3
"chimpanzé";87.5;57.5;28.8;"masculino";6
"chimpanzé";88.4;53.8;32.2;"masculino";4
"bonobo";74.6;40.5;29.9;"masculino";3
"chimpanzé";84.8;50.5;31;"feminino";6
"chimpanzé";91.5;56.9;33.8;"masculino";2
"bonobo";68.8;37.3;26.1;"feminino";4
"chimpanzé";88.5;55.9;32.1;"masculino";3
"bonobo";72.1;35.1;28.1;"feminino";3
"bonobo";73;35.9;27;"feminino";7
"chimpanzé";83.8;43.8;33.8;"feminino";4
"chimpanzé";75.4;45.6;30.4;"feminino";7
"bonobo";75.2;39.4;28.7;"feminino";2
"bonobo";76.7;37.2;29.9;"masculino";7
"chimpanzé";79.3;50;29.7;"feminino";5
"bonobo";74.1;38.9;29.6;"masculino";5
"bonobo";72.5;40.8;28.3;"masculino";7
"bonobo";77.1;37.4;26.4;"masculino";1
"bonobo";71.4;37.4;27.5;"feminino";7
"chimpanzé";89.2;43.6;28.8;"feminino";7
"chimpanzé";83.8;41.9;28.1;"feminino";2
"chimpanzé";77.8;45.3;30.7;"feminino";7
"chimpanzé";70.7;46.3;28.7;"feminino";1
"chimpanzé";94.1;56.1;31.6;"masculino";5
"bonobo";74.6;37.9;25.5;"feminino";6
"chimpanzé";71.1;41.6;30.3;"feminino";7
"bonobo";74;31.6;29.5;"feminino";3
"bonobo";76.6;33.3;28;"feminino";3
"bonobo";74.7;40.4;28.4;"feminino";1
"chimpanzé";76.8;42.8;32.2;"feminino";5
"bonobo";74.7;39.8;29.1;"feminino";1
"bonobo";76.1;39.2;32;"feminino";6
"chimpanzé";82.3;43;29.2;"feminino";1
"bonobo";77.9;39;32;"masculino";7
"bonobo";74.8;37.8;28.8;"masculino";6
"bonobo";73.9;40.3;29.8;"masculino";7
"chimpanzé";85.3;53;32;"masculino";3
"chimpanzé";79;46.2;29.6;"feminino";4
"bonobo";75.5;37.9;28.7;"masculino";4
"chimpanzé";94.6;49.6;31.3;"masculino";1
"bonobo";71.9;38.1;23.8;"feminino";1
"chimpanzé";82.8;47.9;31.3;"masculino";5
"bonobo";73.2;40.4;25.3;"feminino";5
"bonobo";67.6;43.9;29.6;"feminino";1
"chimpanzé";98.4;51.1;29.9;"masculino";5
"chimpanzé";81.6;42.8;29;"feminino";7
"bonobo";70.1;43.7;26.6;"feminino";2
"chimpanzé";77.5;49.3;30.1;"feminino";7
"chimpanzé";91.4;54.9;34.2;"masculino";4
"chimpanzé";90.5;54.4;32.6;"masculino";7
"bonobo";67.3;37.2;28.9;"feminino";4
"chimpanzé";83.6;51.8;31.2;"masculino";7
"chimpanzé";75.1;45.8;31.2;"feminino";1
"bonobo";72;38.6;26.9;"masculino";2
"chimpanzé";76.1;46.7;31.2;"feminino";3
"chimpanzé";89.2;54.5;32.6;"masculino";1
"chimpanzé";82.7;45.4;28.1;"feminino";5
"bonobo";70.6;38.5;28.4;"feminino";2
"bonobo";73.7;40.2;30;"masculino";4
"bonobo";75;37.3;28.2;"masculino";4
"bonobo";71.1;39.7;29.1;"masculino";6
"chimpanzé";85.7;54.1;33.4;"masculino";6
"bonobo";77.3;39.8;26.7;"masculino";4
"bonobo";76.9;39.3;26.8;"masculino";5
"bonobo";76.5;43;27.8;"masculino";6
